CustomerID,Recency,Frequency,Monetary,ReviewText,Cluster,Cleaned_ReviewText,Sentiment_Compound,Sentiment_Pos,Sentiment_Neu,Sentiment_Neg,Sentiment_Label
CUST-0317,28.9,4,216.0,Standard delivery time. Product is fine for routine everyday use.,0,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0318,10.5,7,289.6,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0319,9.4,4,283.22,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0320,15.8,4,169.69,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0321,43.8,3,209.85,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0322,69.0,7,425.19,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0323,59.4,5,333.39,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0324,18.1,4,120.9,"Does the job adequately. No major complaints, but nothing exceptional.",0,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0325,170.4,5,258.85,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0326,73.6,6,294.29,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0327,44.5,7,170.83,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0328,52.0,8,559.13,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0329,29.9,5,176.43,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0330,15.7,5,195.14,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0331,24.2,7,222.32,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0332,78.0,4,250.49,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0333,0.8,5,112.67,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0334,6.8,7,427.85,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0335,2.6,7,481.61,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0336,2.3,4,238.68,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0337,106.4,3,188.48,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0338,66.9,9,573.05,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0339,35.4,5,164.55,"Acceptable performance. It functions as described, but packaging was slightly dented.",0,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0340,5.7,5,379.13,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0341,37.2,5,208.59,"Acceptable performance. It functions as described, but packaging was slightly dented.",0,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0342,35.3,2,97.61,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0343,10.5,11,484.14,Standard delivery time. Product is fine for routine everyday use.,1,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0344,31.3,7,411.93,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0345,28.0,2,80.63,Standard delivery time. Product is fine for routine everyday use.,0,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0346,52.6,9,460.84,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0347,55.4,7,194.35,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0348,2.5,4,283.86,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0349,25.8,1,62.07,Standard delivery time. Product is fine for routine everyday use.,0,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0350,54.1,5,223.7,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0351,38.5,6,249.33,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0352,106.8,3,184.81,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0353,59.1,3,111.81,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0354,9.8,5,261.28,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0355,4.0,4,283.62,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0356,56.6,8,283.18,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0357,1.5,8,453.08,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0358,48.5,4,222.73,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0359,154.9,8,385.98,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0360,47.1,2,81.86,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0361,27.0,3,215.6,"Acceptable performance. It functions as described, but packaging was slightly dented.",0,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0362,56.7,4,156.98,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0363,33.7,4,69.53,"Acceptable performance. It functions as described, but packaging was slightly dented.",0,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0364,43.4,3,184.59,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0365,156.1,1,28.38,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0366,26.8,2,124.91,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0367,178.7,4,296.11,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0368,129.7,5,306.68,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0369,12.0,4,277.14,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0370,4.0,6,518.17,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0371,5.8,7,471.81,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0372,1.0,4,223.8,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0373,5.5,3,238.23,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0374,63.2,4,326.34,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0375,4.1,4,327.35,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0376,21.1,4,164.57,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0377,102.5,7,179.39,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0378,1.3,8,320.34,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0379,92.6,3,188.0,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0380,18.2,5,264.32,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0381,6.9,4,185.13,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0382,65.6,7,420.62,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0383,54.5,9,211.73,Standard delivery time. Product is fine for routine everyday use.,1,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0384,115.5,6,315.25,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0385,73.1,5,350.66,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0386,89.5,2,119.78,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0387,18.2,3,187.36,"Acceptable performance. It functions as described, but packaging was slightly dented.",0,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0388,10.7,6,472.52,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0389,76.4,6,292.86,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0390,90.4,4,152.98,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0391,256.1,2,142.82,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0392,29.3,2,142.16,"Does the job adequately. No major complaints, but nothing exceptional.",0,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0393,25.6,5,300.25,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0394,82.4,9,424.02,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0395,22.9,4,200.1,"Acceptable performance. It functions as described, but packaging was slightly dented.",0,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0396,146.9,7,189.13,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0397,107.5,2,140.07,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0398,30.8,5,346.99,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0399,76.4,5,131.95,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0400,77.3,7,459.32,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0401,6.0,2,114.55,"Acceptable performance. It functions as described, but packaging was slightly dented.",0,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0402,128.1,8,252.84,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0403,38.7,3,84.88,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0404,96.3,6,340.34,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0405,21.2,7,299.89,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0406,124.2,8,662.07,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0407,27.1,6,402.88,"Does the job adequately. No major complaints, but nothing exceptional.",1,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0408,0.6,5,292.63,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0409,129.7,6,356.49,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0410,5.3,6,443.73,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0411,21.2,4,260.95,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0412,164.8,2,117.99,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0413,165.4,5,161.78,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0414,46.9,9,946.04,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0415,55.0,4,120.57,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0416,32.7,3,133.12,"Does the job adequately. No major complaints, but nothing exceptional.",0,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0417,19.1,5,101.07,"Does the job adequately. No major complaints, but nothing exceptional.",0,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0418,21.9,4,238.79,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0419,61.4,4,210.88,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0420,76.8,3,191.32,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0421,86.3,6,112.18,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0422,85.7,6,420.19,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0423,5.3,5,177.33,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0424,37.5,4,189.27,"Does the job adequately. No major complaints, but nothing exceptional.",0,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0425,3.3,8,534.15,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0426,43.9,5,273.51,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0427,32.0,4,223.9,Standard delivery time. Product is fine for routine everyday use.,0,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0428,120.3,1,64.39,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0429,23.8,3,173.15,Standard delivery time. Product is fine for routine everyday use.,0,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0430,6.8,4,175.44,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0431,8.5,4,188.01,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0432,78.8,6,322.88,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0433,53.0,5,169.4,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0434,5.9,6,407.57,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0435,4.8,8,441.57,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0436,66.4,4,205.38,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0437,4.2,6,428.79,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0438,94.9,3,143.51,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0439,67.4,7,327.01,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0440,4.7,6,247.66,"A bit pricey for what it delivers, but overall decent experience.",2,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0441,4.9,7,393.23,"Does the job adequately. No major complaints, but nothing exceptional.",2,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0442,237.4,4,222.21,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0443,25.8,3,114.02,"Does the job adequately. No major complaints, but nothing exceptional.",0,does the job adequately no major complaints but nothing exceptional,-0.3506,0.0,0.699,0.301,Negative
CUST-0444,25.5,2,93.6,"Acceptable performance. It functions as described, but packaging was slightly dented.",0,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0445,92.2,3,114.38,Extremely disappointed with build quality. Cheap plastic that feels fragile.,0,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0446,161.8,4,149.25,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0447,234.8,3,56.59,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0448,77.0,8,366.75,Completely defective. The charging unit broke after 3 days of normal use.,1,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0449,26.0,3,58.08,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0450,4.8,5,208.35,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0451,82.6,5,194.86,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0452,45.0,1,68.93,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0453,30.4,5,158.66,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0454,130.3,7,254.09,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0455,6.5,5,215.66,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0456,37.3,8,316.46,Standard delivery time. Product is fine for routine everyday use.,1,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0457,0.6,3,223.94,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0458,34.8,5,147.53,"A bit pricey for what it delivers, but overall decent experience.",0,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0459,3.2,6,259.02,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0460,7.0,6,335.86,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0461,6.9,2,131.72,Standard delivery time. Product is fine for routine everyday use.,0,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0462,57.6,6,258.93,Extremely disappointed with build quality. Cheap plastic that feels fragile.,1,extremely disappointed with build quality cheap plastic that feels fragile,-0.5256,0.0,0.726,0.274,Negative
CUST-0463,75.4,4,61.9,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0464,48.2,5,236.49,Do not recommend. Horrible return policy and unhelpful customer support.,1,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0465,180.1,3,223.01,Do not recommend. Horrible return policy and unhelpful customer support.,0,do not recommend horrible return policy and unhelpful customer support,0.533,0.379,0.477,0.144,Positive
CUST-0466,25.8,6,330.48,Standard delivery time. Product is fine for routine everyday use.,1,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0467,18.5,9,488.3,"A bit pricey for what it delivers, but overall decent experience.",1,a bit pricey for what it delivers but overall decent experience,0.0,0.0,1.0,0.0,Neutral
CUST-0468,111.6,5,154.33,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0469,13.9,10,290.18,"Acceptable performance. It functions as described, but packaging was slightly dented.",1,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0470,181.7,4,201.3,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,0,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
CUST-0471,0.7,4,97.3,Standard delivery time. Product is fine for routine everyday use.,2,standard delivery time product is fine for routine everyday use,0.2023,0.167,0.833,0.0,Positive
CUST-0472,192.6,1,64.06,Completely defective. The charging unit broke after 3 days of normal use.,0,completely defective the charging unit broke after 3 days of normal use,-0.7178,0.0,0.6,0.4,Negative
CUST-0473,2.4,5,173.8,"Acceptable performance. It functions as described, but packaging was slightly dented.",2,acceptable performance it functions as described but packaging was slightly dented,0.1655,0.142,0.858,0.0,Positive
CUST-0474,122.0,5,247.78,Unacceptable delivery delay. Took 3 weeks to arrive and support was unreachable.,1,unacceptable delivery delay took 3 weeks to arrive and support was unreachable,-0.3818,0.169,0.5,0.331,Negative
